timestamp,segment_id,target,max_x,dimensions,epoch_count,n_train,n_test,best_epoch,best_test_error_pct,related_train_error_pct,mae,rmse,r2,mape_pct,acc_5_pct,acc_10_pct,acc_20_pct,direction_acc_pct,precision,recall,f1,tp,fp,fn,tn,connection_pct,density
2026-07-10 12:39:30,0,exam_score,5,2,20,16000,4000,5,27.4918,30.4121,45.859035,49.135930,-5.719724,71.9853,0.07,0.12,0.47,49.95,,0.000000,,0,0,2002,1998,0.1,0.8
2026-07-10 13:19:43,0,exam_score,10,2,20,16000,4000,20,19.1571,3.8511,28.593056,31.402102,-1.744546,47.1017,1.35,3.02,8.80,53.23,0.964539,0.067932,0.126925,136,5,1866,1993,0.1,0.8
2026-07-10 15:19:42,0,exam_score,15,2,20,16000,4000,18,18.9581,8.1385,16.810937,20.918929,-0.217957,29.9651,11.30,22.95,43.53,74.10,0.863705,0.572927,0.688889,1147,181,855,1817,0.1,0.8
2026-07-10 20:36:13,0,exam_score,20,2,20,16000,4000,16,22.7362,7.6976,19.851750,25.319108,-0.784226,38.1257,11.38,21.88,40.30,76.85,0.760659,0.784216,0.772258,1570,494,432,1504,0.1,0.8
2026-07-11 05:15:11,0,exam_score,25,2,20,16000,4000,2,30.0858,9.4600,41.679202,47.856653,-5.374376,84.0660,2.48,6.08,14.77,51.15,0.507229,0.841159,0.632845,1684,1636,318,362,0.1,0.8
2026-07-11 05:56:28,0,exam_score,5,2,20,3271,818,15,30.2784,28.2082,33.228178,37.465649,-3.325055,55.9799,0.73,2.08,5.38,50.00,,0.000000,,0,0,409,409,0.1,0.8
2026-07-11 05:57:52,1,exam_score,5,2,20,3192,798,8,25.3687,13.6115,34.450676,38.349798,-3.610936,52.9580,0.63,1.88,4.89,50.00,,0.000000,,0,0,399,399,0.1,0.8
2026-07-11 05:59:21,2,exam_score,5,2,20,3176,794,17,22.8382,26.1106,41.195354,44.624380,-5.395181,55.5142,0.38,0.38,2.27,49.87,,0.000000,,0,0,398,396,0.1,0.8
2026-07-11 06:00:49,3,exam_score,5,2,20,3160,791,12,26.7607,12.4247,35.848500,39.925986,-3.705270,51.5348,1.64,3.16,5.94,49.81,,0.000000,,0,0,397,394,0.1,0.8
2026-07-11 06:41:04,0,exam_score,5,2,20,3271,818,15,30.2784,28.2082,33.228178,37.465649,-3.325055,55.9799,0.73,2.08,5.38,50.00,,0.000000,,0,0,409,409,0.1,0.8
2026-07-11 06:42:28,1,exam_score,5,2,20,3192,798,8,25.3687,13.6115,34.450676,38.349798,-3.610936,52.9580,0.63,1.88,4.89,50.00,,0.000000,,0,0,399,399,0.1,0.8
2026-07-11 06:43:56,2,exam_score,5,2,20,3176,794,17,22.8382,26.1106,41.195354,44.624380,-5.395181,55.5142,0.38,0.38,2.27,49.87,,0.000000,,0,0,398,396,0.1,0.8
2026-07-11 06:45:25,3,exam_score,5,2,20,3160,791,12,26.7607,12.4247,35.848500,39.925986,-3.705270,51.5348,1.64,3.16,5.94,49.81,,0.000000,,0,0,397,394,0.1,0.8
2026-07-11 07:25:01,0,exam_score,5,2,20,3271,818,15,30.2784,28.2082,33.228178,37.465649,-3.325055,55.9799,0.73,2.08,5.38,50.00,,0.000000,,0,0,409,409,0.1,0.8
2026-07-11 07:26:25,1,exam_score,5,2,20,3192,798,8,25.3687,13.6115,34.450676,38.349798,-3.610936,52.9580,0.63,1.88,4.89,50.00,,0.000000,,0,0,399,399,0.1,0.8
2026-07-11 07:27:53,2,exam_score,5,2,20,3176,794,17,22.8382,26.1106,41.195354,44.624380,-5.395181,55.5142,0.38,0.38,2.27,49.87,,0.000000,,0,0,398,396,0.1,0.8
