timestamp,segment_id,target,max_x,dimensions,epoch_count,n_train,n_test,best_epoch,best_test_error_pct,related_train_error_pct,mae,rmse,r2,mape_pct,acc_5_pct,acc_10_pct,acc_20_pct,direction_acc_pct,precision,recall,f1,tp,fp,fn,tn,connection_pct,density
2026-08-31 17:10:08,0,exam_score,5,2,20,16000,4000,4,32.5729,32.3308,21.224602,25.868956,-0.862562,32.5729,6.48,13.63,27.85,50.02,0.600000,0.004496,0.008924,9,6,1993,1992,0.1,0.8
2026-09-09 20:11:20,0,exam_score,20,2,20,3216,804,5,33.8838,3.2211,15.098461,18.301036,-0.003290,33.8838,10.07,20.27,43.41,52.74,0.531609,0.460199,0.493333,185,163,217,239,0.1,0.8
2026-09-09 20:11:26,3,exam_score,20,2,20,3166,792,17,28.0093,9.5840,14.788944,18.044308,0.009955,28.0093,11.74,26.77,52.02,51.52,0.513292,0.632242,0.566591,251,238,146,157,0.1,0.8
2026-09-09 20:18:39,2,exam_score,20,2,20,3206,802,17,24.6216,21.6431,14.595509,17.801141,-0.008286,24.6216,13.22,29.05,55.11,50.00,0.502370,0.263682,0.345840,106,105,296,295,0.1,0.8
2026-09-09 20:26:33,1,exam_score,20,2,20,3211,803,17,30.5345,28.0293,14.876542,18.221974,-0.020493,30.5345,10.21,22.42,49.69,51.81,0.517778,0.578164,0.546307,233,217,170,183,0.1,0.8
2026-09-10 12:48:35,1,exam_score,20,2,20,3211,803,19,16.6065,10.8631,8.980810,11.300834,0.607499,16.6065,22.29,40.72,71.23,81.32,0.823529,0.799007,0.811083,322,69,81,331,0.1,0.8
2026-09-10 12:49:54,0,exam_score,20,2,20,3216,804,20,18.1212,5.2966,8.807489,11.009220,0.636932,18.1212,19.53,36.94,66.92,82.84,0.828358,0.828358,0.828358,333,69,69,333,0.1,0.8
2026-09-10 12:53:32,3,exam_score,20,2,20,3166,792,20,22.5310,9.4700,11.707026,14.547237,0.356519,22.5310,19.44,35.86,59.97,73.11,0.660839,0.952141,0.780186,378,194,19,201,0.1,0.8
2026-09-10 12:54:37,2,exam_score,20,2,20,3206,802,20,20.2231,2.8758,11.758906,14.822049,0.300956,20.2231,21.70,38.53,65.46,74.31,0.687739,0.893035,0.777056,359,163,43,237,0.1,0.8
2026-09-12 15:17:39,1,exam_score,20,2,20,3211,803,20,20.8645,17.6835,10.567918,13.093274,0.473115,20.8645,17.06,34.00,65.63,80.57,0.820779,0.784119,0.802030,316,69,87,331,0.1,0.8
2026-09-12 15:20:50,2,exam_score,20,2,20,3206,802,20,23.7477,14.1159,13.949307,17.199155,0.058756,23.7477,15.59,30.42,57.23,62.72,0.621176,0.656716,0.638452,264,161,138,239,0.1,0.8
2026-09-12 15:21:50,0,exam_score,20,2,20,3216,804,20,24.8213,9.7803,10.934953,13.432160,0.459536,24.8213,15.80,30.47,57.71,78.98,0.761798,0.843284,0.800472,339,106,63,296,0.1,0.8
2026-09-12 15:22:20,3,exam_score,20,2,20,3166,792,20,22.2586,18.9397,11.806800,14.545783,0.356648,22.2586,17.42,32.95,62.25,74.37,0.718468,0.803526,0.758621,319,125,78,270,0.1,0.8
2026-09-12 16:26:56,2,exam_score,20,2,20,3206,802,20,16.3901,11.5799,9.368247,11.669466,0.566699,16.3901,24.44,45.39,76.06,81.67,0.776573,0.890547,0.829664,358,103,44,297,0.1,0.8
2026-09-12 16:28:10,1,exam_score,20,2,20,3211,803,17,16.6503,11.0247,8.519324,10.611186,0.653943,16.6503,22.04,42.34,74.97,82.69,0.811321,0.853598,0.831923,344,80,59,320,0.1,0.8
2026-09-12 16:29:44,0,exam_score,20,2,20,3216,804,19,17.4380,6.2423,8.267576,10.356331,0.678718,17.4380,20.02,40.30,69.53,84.08,0.842500,0.838308,0.840399,337,63,65,339,0.1,0.8
2026-09-12 16:30:17,3,exam_score,20,2,20,3166,792,20,18.3051,12.0738,9.594109,11.966122,0.564607,18.3051,22.10,42.30,71.46,82.32,0.779956,0.901763,0.836449,358,101,39,294,0.1,0.8
2026-09-12 17:33:27,1,exam_score,20,2,20,3211,803,17,15.0191,4.9921,8.037312,10.124575,0.684955,15.0191,24.66,45.70,77.09,83.06,0.824818,0.841191,0.832924,339,72,64,328,0.1,0.8
2026-09-12 17:36:42,0,exam_score,20,2,20,3216,804,20,16.9578,10.6889,8.131081,10.081940,0.695517,16.9578,20.27,39.93,70.52,85.45,0.840095,0.875622,0.857491,352,67,50,335,0.1,0.8
2026-09-12 17:41:16,2,exam_score,20,2,20,3206,802,20,14.4181,3.7043,8.514236,10.716898,0.634552,14.4181,25.06,50.62,78.43,83.04,0.800905,0.880597,0.838863,354,88,48,312,0.1,0.8
2026-09-12 17:42:43,3,exam_score,20,2,20,3166,792,20,16.0324,17.0504,8.641577,10.831624,0.643252,16.0324,25.51,45.96,74.87,82.58,0.780911,0.906801,0.839161,360,101,37,294,0.1,0.8
2026-09-12 18:51:18,1,exam_score,20,2,20,3211,803,17,15.1225,1.2085,8.182025,10.312910,0.673125,15.1225,23.29,45.58,75.22,83.06,0.834586,0.826303,0.830424,333,66,70,334,0.1,0.8
2026-09-12 18:53:49,0,exam_score,20,2,20,3216,804,19,16.8082,4.9858,8.136255,10.121703,0.693110,16.8082,20.27,37.94,69.90,84.83,0.851759,0.843284,0.847500,339,59,63,343,0.1,0.8
2026-09-12 18:55:31,3,exam_score,20,2,20,3166,792,15,16.4076,11.2057,8.895735,11.130731,0.623277,16.4076,25.88,44.82,72.85,81.94,0.761317,0.931990,0.838052,370,116,27,279,0.1,0.8
2026-09-12 18:57:16,2,exam_score,20,2,20,3206,802,20,15.9847,3.7582,9.460324,11.908005,0.548803,15.9847,23.07,46.76,73.69,80.55,0.768559,0.875622,0.818605,352,106,50,294,0.1,0.8
